SurveyID,SurveyTitle,ResponseID,DateTime,"Module Type",Sector,"Training Level","Languages Spoken","Module Title","Location Physical Country","Tools Used","Actions To Attract Learners","Certificate Of Attendance","Duration Of Implemented Module","Location Of Materials","Materials Used","(Estimated) male learners enrolled","(Estimated) female learners enrolled","(Estimated) non-binary learners enrolled","Number of learners cybersecurity self-trained","Students Successfully Completed",EduBackgroundLessThanHighschool,EduBackgroundHighSchoolDiploma,EduBackgroundCollegeNoDegree,EduBackgroundUndergraduate,EduBackgroundMaster,EduBackgroundPhD,EduBackgroundOther,"General Feedback From Trainers","Recommendations For Best Practices","Recommendations For Expanding","Recommendations For Future Initiatives",Q1_Value,Q1_Text,Q2_Value,Q2_Text,Q3_Value,Q3_Text,Q4_Value,Q4_Text,Q5_Value,Q5_Text,Q6_Value,Q6_Text,Q18_Value,Q18_Text,Q7_Value,Q7_Text,Q8_Value,Q8_Text,Q9_Value,Q9_Text,Q10_Value,Q10_Text,Q11_Value,Q11_Text,Q12_Value,Q12_Text,Q13_Value,Q13_Text,Q19_Value,Q14_Value,Q14_Text,Q15_Value,Q16_Value,Q17_Value
177,"Trainer Survey",5,"2025-05-06 15:26:45","Seminar (S)",Energy,Basic,English,"CSP003 - Cybersecurity Risk Management and Governance","Unknown Country","SATRA tool/service.","We have advertised the course among students (e.g. internal forums) and social media.",No,2.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=111,"The materials have been elaborated according to trainers' experience and knowledge.
For the lectures, we used PPT slides.",8,0,0,1,5,0,2,2,1,0,0,1,"The form established in D3.1:
https://moodle.cybersecpro.grisenergia.pt/mod/feedback/analysis.php?id=495","Not for now.","Not recommendations for the moment. 
","Not recommendations for the moment. ",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",5,"5 - Moderately Relevant",4,"4 - To a Moderate Extent",4,"4 - To a Moderate Extent",,,5,"5 - Somewhat Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",4,"4 - Neutral",7,"7 - Very Satisfied",6,"6 - To a Large Extent",,,,,,"Clarify the interface. Increase the range of possible test exercises. A more organised scheduling capability.","Better alignment with other relevant modules. Some practical exercises (but this will require extending the duration of the course)",
178,"Trainer Survey",23,"2025-06-21 13:09:51","Seminar (S)",Health,Basic,Greek,"CSP006 - Cyber Threat Intelligence",Greece,"IDS - Snort","none ",No,4.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=65,"no materials needed ",15,5,0,0,20,0,0,0,20,0,0,0,"no ","Continuously update the module with the latest cybersecurity trends","Partner with industry ","Use more opensource alternatives ",7,"7 - Very Satisfied",6,"6 - Satisfied",7,"7 - Very Satisfied",6,"6 - Very Relevant",7,"7 - To a Very Large Extent",6,"6 - To a Large Extent",,,,,,,,,,,,,6,"6 - To a Large Extent",8,8,,6,"6 - Likely",,,
180,"Trainer Survey",24,"2025-06-21 13:10:19","Seminar (S)",Health,Basic,English,"CSP006 - Cyber Threat Intelligence",Portugal,"Snort ","none ","Yes, only for full attendance",3.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=65,"no materials are needed ",5,2,0,1,5,0,0,0,7,0,0,0,"the forms was in hard copy ","no recommendations ","no recommendations ","no recommendations ",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Very Relevant",6,"6 - To a Large Extent",6,"6 - To a Large Extent",,,,,,,,,,,,,6,"6 - To a Large Extent",8,8,,6,"6 - Likely",,,
182,"Trainer Survey",80,"2026-02-15 22:33:58","Workshop (W)",Health,Advanced,English,"CSP010 - Penetration Testing",Greece,"·   	Nmap
·   	PowerShell
·   	Exploits
·   	Mimikatz
·   	Hashcat
","none ",No,2.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=79,"no extra materials ",20,8,0,5,28,0,0,0,22,6,0,0,"no online form ","no need ","no need ","no need ",6,"6 - Satisfied",6,"6 - Satisfied",5,"5 - Somewhat Satisfied",7,"7 - Extremely Relevant",7,"7 - To a Very Large Extent",6,"6 - To a Large Extent",6,"6 - Most trainees",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",7,"7 - Very Satisfied",5,"5 - Somewhat Satisfied",7,"7 - To a Very Large Extent",9,9,,7,"7 - Extremely Likely",,,
183,"Trainer Survey",79,"2026-02-15 22:33:21","Workshop (W)",Maritime,Advanced,English,"CSP010 - Penetration Testing",Greece,"·         Nmap
·         Powershell
·         Exploits
·         Mimikatz
·         Hashcat
","NOne ",No,2.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=82,"only the presentation that is created from the CSP funds ",20,8,0,5,28,0,0,0,28,0,0,0,"no online forms ","no need ","no need ","no need ",6,"6 - Satisfied",5,"5 - Somewhat Satisfied",6,"6 - Satisfied",6,"6 - Very Relevant",5,"5 - To a Fairly Large Extent",5,"5 - To a Fairly Large Extent",4,"4 - About half of them",5,"5 - Somewhat Satisfied",5,"5 - Somewhat Satisfied",5,"5 - Somewhat Satisfied",5,"5 - Somewhat Satisfied",5,"5 - Somewhat Satisfied",5,"5 - To a Fairly Large Extent",9,9,,,,,,
191,"Trainer Survey",3,"2025-04-30 15:08:48","Course (C)",Energy,Basic,English,"CSP001 - Cybersecurity Essentials and Management",Portugal,"Wireshark, Asecuritysite, Cryptii, Veracrypt, OpenSSL, Kahoot, Videos, md5hashgenerator","We don't know it. This procedure was probably managed by PDMF and/or UNINOVA.","Yes, Other",4.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=117,"The materials have been elaborated based on own material.
Specifically, materials used to teach have been PPT and using the DCM platform.",46,9,0,28,55,0,2,10,20,17,4,0,"We followed both the D3.1 template (here the corresponding link: https://moodle.cybersecpro.grisenergia.pt/mod/feedback/analysis.php?id=618) and the Admin Portal form (here the corresponding link: https://admin.cybersecpro-project.eu/evaltrainersurvey/viewanswers/id/191?backUrl=%2Fevaltrainersurvey%2Flisttrainersurvey%2Flimit%2F134)
","It would be recommended to provide a slot (for example of 1h) before starting the first module so that the trainer (of this module) can have time to manage his/her module in the best way. ","It would be recommended to provide a slot (for example of 1h) before starting the first module so that the trainer (of this module) can have time to manage his/her module in the best way. ","It would be recommended to provide a slot (for example of 1h) before starting the first module so that the trainer (of this module) can have time to manage his/her module in the best way. ",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Extremely Relevant",7,"7 - To a Very Large Extent",7,"7 - To a Very Large Extent",,,7,"7 - Very Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",7,"7 - To a Very Large Extent",10,"10 - Extremely likely",,7,"7 - Extremely Likely","Opening the platform for the students week before with already all the materials for all the sections could improve the quality of the school ","Opening the platform for the students week before with already all the materials for all the sections could improve the quality of the school ","Opening the platform for the students week before with already all the materials for all the sections could improve the quality of the school "
198,"Trainer Survey",8,"2025-05-07 13:08:38","Course (C)",Energy,Advanced,English,"CSP004 - Network Security",Germany,"GNS3 Client and VM, Kali Linux, Virtualbox, Arpspoof, Bettercap, Wireshark, CloudShark, Hping3, xarp, Arpwatch, Suricata, Snort, Snort Analyzer, Raspberrypi Linux Image, pyModbusTCP, ufw, OpenVAS, Nmap, Nmap-vulners, IPtables, nftables, iPerf3, Scapy, Hydra, Zenmap, Etherape, legion, Ettercap, Vsftpd (ftp client-server), telnet (client-server), fping, ping, ss, OpenVPN/Wireguard, Metasploitable2 VM, the online CVSS 3.0/3.1 calculator, Wazuh, among others.","We have announced the course between students (e.g., internal forums), social medial, and CSP website. ","Yes, Other",20.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=130,"The materials are available at https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=130, which have been designed according to the experience and previous materials that the trainers had. Additionally, trainers have used PPT for the lectures, GNS3 for the practical demonstrations, virtual machines, and multiple cybersecurity software/tools.",12,7,0,7,19,0,1,0,6,11,1,0,"Not yet","This module may be complex for some students who are not familiar with network environments. 
Prior training on this topic is required (as a previous requirement).

Also the time factor is a limiting factor, or reduce the scope of the module to cover in a reasonable time al the sections without pressure.","Promote more the implicit of industrial partners.","Promote more the implicit of industrial partners.",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Extremely Relevant",7,"7 - To a Very Large Extent",7,"7 - To a Very Large Extent",,,7,"7 - Very Satisfied",7,"7 - Very Satisfied",,,7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - To a Very Large Extent",10,"10 - Extremely likely",,7,"7 - Extremely Likely","1) Intensify each part with more practical examples, but in accordance with the time provided. Particularly, those related to firewalls, detection and SIEMs.
2) Intensify the part of SIEMs to connect with more practical examples related to Wazhu","1) To have previous classes about networks where the students can have more experience on the topic, as well as more practical cybersecurity classes based on basic knowledge about this field.
2) To reduce the content of the module to fix it to 20h, or intensify the number of hours of this module to find a good tradeoff between time and practical demonstrations/sessions.",
199,"Trainer Survey",7,"2025-05-07 13:02:41","Seminar (S)",Energy,Advanced,English,"CSP008 - Critical Infrastructure Security",Germany,"Not yet","We have announced the course between students (e.g., internal forums), social medial, and CSP website. ",No,8.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=129,"None, as only theoretical concepts were introduced.
There was no time for practical demonstrations.",11,6,0,10,17,0,1,0,6,10,0,0," Not yet","Not really. The module was addressed correctly.","Not really. The module was addressed correctly.","Not really. The module was addressed correctly.",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Extremely Relevant",7,"7 - To a Very Large Extent",7,"7 - To a Very Large Extent",,,7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - To a Very Large Extent",10,"10 - Extremely likely",,7,"7 - Extremely Likely","Integrate the threat modelling approach, such as ThreatGet, or any other similar approach. 

Include OCPP-2.0-CP-Simulator, or any other similar approach.

","Include more examples about the practical use of the OCPP protocol.

To have more hours for more practical activities.

Include a threat modelling approach to have a deeper vision on how this approach can support investigating cyber threats in the charging stations infrastructure.

","If more practical activities are combined with that module, some other updates should be considered to introduce more about the basics of network simulators, such as GNS3."
209,"Trainer Survey",20,"2025-06-16 17:50:01","Course (C)",General,Basic,English,"CSP001 - Cybersecurity Essentials and Management",Finland,"Canvas (Learning Platform)
Microsoft Teams
Smowl Proctoring Software
Visual Studio Code
GitHub, including:
GitHub Codespaces
GitHub Copilot
BuddyCheck Peer Review
",None,"Yes, with passing of exam",20.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=128,"1. Orientation
Materials: Timetable, Teams and MOOC links, Assessment info, Instructor introductions, Reasons to study, General study hints, Getting help
Developed with project funds: No
Location: Internal course platform (not project-funded, Canvas)

2. Scratch Programming
Materials: Instructional content on block coding, variables, conditional and repeat statements; assignment to create a game; game examples with instructions
Developed with project funds: No
Location: https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=128

3. Python Programming (MOOC Parts 1–4, 6)
Materials: Exercises from national MOOC; instructional pages; VS Code setup guidance, presentation materials
Developed with project funds: Partially — based on existing materials, improved and adapted with project funding

Location:
Presentation materials: https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=128
Exercises (not project-funded but publicly available): https://dipaish.github.io/programming-24/

4. Cybersecurity-Focused Software Project
Materials: Custom instructions for GitHub and Copilot setup, mob programming guidance, group project assignments, peer evaluation, presentation materials
Developed with project funds: Yes 
Location:
Presentation materials: https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=128
Project instructions and GitHub setup: https://dipaish.github.io/programming-24/

5. Sustainable Programming
Materials: Module overview, green software engineering theory, green coding practices, assignment to complete external Microsoft Learn mini-course
Developed with project funds: Partially, improved and adapted with project funding
Location: https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=128


",24,9,0,0,21,5,28,0,0,2,0,0,https://admin.cybersecpro-project.eu/evaltrainersurvey/viewpublicsurvey/id/209," To enhance the learning experience, the more cybersecurity-focused content voulf be introduced earlier in the course. Currently, this content is positioned towards the end, which may influence student motivation. Additionally, offering more personalized learning paths would be beneficial, as students enter the course with highly varied levels of prior knowledge. 
","The module is available to non-students view Smart Laurea Service, but it could be better promoted.","To further strengthen cybersecurity training, future initiatives should promote the integration of cybersecurity concepts into programming education from the outset. Embedding secure coding practices, threat modeling, and basic cyber hygiene into foundational programming courses can help develop a more security-aware generation of developers",6,"6 - Satisfied",6,"6 - Satisfied",5,"5 - Somewhat Satisfied",6,"6 - Very Relevant",7,"7 - To a Very Large Extent",6,"6 - To a Large Extent",,,5,"5 - Somewhat Satisfied",5,"5 - Somewhat Satisfied",5,"5 - Somewhat Satisfied",6,"6 - Satisfied",7,"7 - Very Satisfied",6,"6 - To a Large Extent",9,9,,7,"7 - Extremely Likely","More content on finding vulnerabilities in existing code, more practices in reading code","More customization based on prior knowledge/skills",
212,"Trainer Survey",22,"2025-06-21 13:08:46","Workshop (W)",Health,Basic,Greek,"CSP001 - Cybersecurity Essentials and Management",Greece,"nmap, wireshark, kali","access for every one ",No,1.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=46,"The  training material CSP001_W_H
Cybersecurity Essentials and Management for Health Sector",52,20,0,0,72,0,0,0,0,0,0,0,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=46,"Continuously update the module with the latest cybersecurity trends","Partner with industry","make it every year ",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Extremely Relevant",7,"7 - To a Very Large Extent",7,"7 - To a Very Large Extent",,,,,,,,,,,,,7,"7 - To a Very Large Extent",8,8,,7,"7 - Extremely Likely",,,
213,"Trainer Survey",21,"2025-06-21 13:07:43","Workshop (W)",Health,Basic,Greek,"CSP001 - Cybersecurity Essentials and Management",Greece,"nmap, wireshark, kali","access for every one ","Yes, only for full attendance",1.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=46,"The  training material CSP001_W_H
Cybersecurity Essentials and Management for Health Sector
",130,70,0,3,300,0,0,0,0,0,0,0,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=46,"Continuously update the module with the latest cybersecurity trends","Partner with industry","make it every year ",7,"7 - Very Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Very Relevant",7,"7 - To a Very Large Extent",7,"7 - To a Very Large Extent",,,4,"4 - Neutral",4,"4 - Neutral",4,"4 - Neutral",,,,,7,"7 - To a Very Large Extent",7,7,,6,"6 - Likely",,,
224,"Trainer Survey",35,"2025-06-27 18:06:39","Course (C)",Energy,Advanced,English,"CSP004 - Network Security",Portugal,"GNS3 Client and VM, Kali Linux, Virtualbox, Arpspoof, Bettercap, Wireshark, CloudShark, Hping3, Raspberrypi Linux Image, pyModbusTCP,  IPtables, Scapy, Hydra, and others.

",None,"Yes, only for full attendance",3.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=119,"The materials are available at https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=119, which have been designed according to the experience and previous materials that the trainers had. Additionally, trainers have used PPT for the lectures, GNS3 for the practical demonstrations, virtual machines, and multiple cybersecurity software/tools.

",46,9,0,28,55,0,2,10,20,17,4,0,https://moodle.cybersecpro.grisenergia.pt/mod/feedback/analysis.php?id=768,"No comments. Everything was fine.","No comments. Everything was fine.","No comments. Everything was fine.",7,"7 - Very Satisfied",7,"7 - Very Satisfied",6,"6 - Satisfied",7,"7 - Extremely Relevant",7,"7 - To a Very Large Extent",6,"6 - To a Large Extent",,,6,"6 - Satisfied",7,"7 - Very Satisfied",6,"6 - Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - To a Very Large Extent",10,"10 - Extremely likely",,7,"7 - Extremely Likely","Ensure that the complete virtual lab environment is pre-installed on each student’s device prior to the start of the module. Increase the active discussion with all participants","Include an overview of basic networking protocols to help students build foundational knowledge. Additionally, provide more practical examples of real-world cyberattacks that have targeted the energy sector.",None
225,"Trainer Survey",36,"2025-07-03 08:33:33","Seminar (S)",Energy,Basic,English,"CSP003 - Cybersecurity Risk Management and Governance","Unknown Country","SATRA tool/service.","We have advertised the course among students (e.g. internal forums) and social media.",No,2.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=132,"The materials have been elaborated according to trainers' experience and knowledge.
For the lectures, we used PPT slides.",14,1,0,6,5,1,1,1,0,3,1,0,"Using the template established for Admin Portal:
- form-1 - Training and module assessment (via Admin Portal):
feedback: https://admin.cybersecpro-project.eu/evaltrainersurvey/viewanswers/id/225

Using the templates established in D3.1: 
- form-2 - Additional CyberSecPro Training Module Evaluation Form 2 - additional information: 
https://moodle.cybersecpro.grisenergia.pt/mod/feedback/view.php?id=508","As in previous editions, not for now.","Not recommendations for the moment. ","Not recommendations for the moment. ",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",5,"5 - Moderately Relevant",6,"6 - To a Large Extent",6,"6 - To a Large Extent",,,7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",6,"6 - To a Large Extent",8,8,,6,"6 - Likely","Include more practical assignments. But this is not critical for a 2h seminar that contains (per se) assignments and use cases (to be analyzed).","The same comment that the previous point.","Not further comments."
227,"Trainer Survey",59,"2025-10-03 09:55:38","Seminar (S)",Health,Basic,English,"CSP007 - Cybersecurity in Emerging Technologies",Serbia,Python,None,"Yes, only for full attendance",3.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=9,"All materials on DCM are developed during the project",26,15,0,23,33,0,5,0,22,10,3,1,https://admin.cybersecpro-project.eu/evaltrainersurvey/viewpublicsurvey/id/227,"I ran into a very common workshop challenge — too many participants with varying skill levels and not enough structure for everyone to keep up, especially with something as technical as autoencoders for anomaly detection.
In the future:
- give them a working notebook that already runs end-to-end with minimal code changes needed (e.g., only changing a few parameters).
- add “challenge cells” where more advanced students can modify architecture, play with hyperparameters, or try alternative approaches (e.g., variational autoencoder).
-  have one or two assistants in the room to help those who fall behind","Record a walk-through video of the notebook so students can replay at their own pace.","Establish a continuous learning program with micro-modules released quarterly to keep pace with emerging threats.",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Very Relevant",5,"5 - To a Fairly Large Extent",5,"5 - To a Fairly Large Extent",4,"4 - About half of them",,,,,,,6,"6 - Satisfied",4,"4 - Neutral",5,"5 - To a Fairly Large Extent",8,8,"students had different level of knowledge and it was very hard to synchronize them. If there is more than 15 students there must be additional assistants to help",6,"6 - Likely","provide more basic assignments in order to engage more students which do not have sufficient knowledge of ML",,
230,"Trainer Survey",67,"2026-02-06 15:20:48","Seminar (S)",Energy,Advanced,English,"CSP006 - Cyber Threat Intelligence",Serbia,ThreatGet,None,"Yes, only for full attendance",3.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=20,"Powerpoint slides have been presented.",26,15,0,23,33,0,5,0,22,10,3,1,N/A,"No comments. Everything was fine.","No comments. Everything was fine.","No comments. Everything was fine.",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Extremely Relevant",7,"7 - To a Very Large Extent",7,"7 - To a Very Large Extent",7,"7 - All students",7,"7 - Very Satisfied",7,"7 - Very Satisfied",6,"6 - Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - To a Very Large Extent",10,"10 - Extremely likely",N/A,7,"7 - Extremely Likely","Integrate more practical activities ",None,None
234,"Trainer Survey",52,"2025-07-31 16:09:47","Seminar (S)",Maritime,Advanced,English,"CSP002 - Human Factors and Cybersecurity",Serbia,"NIST Phishing Scale
Big Five Inventory",none,"Yes, only for full attendance",8.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=141,"NIST Phishing Scale
Big Five Inventory-2",26,15,0,23,33,0,5,0,22,10,3,1,https://admin.cybersecpro-project.eu/evaltrainersurvey/viewpublicsurvey/id/234,None,"Partner with industry","Relevant for all sectors",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Extremely Relevant",7,"7 - To a Very Large Extent",7,"7 - To a Very Large Extent",7,"7 - All students",4,"4 - Neutral",4,"4 - Neutral",4,"4 - Neutral",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - To a Very Large Extent",10,"10 - Extremely likely","yes- very practical all day workshp",7,"7 - Extremely Likely","Expand on OSINT methods for data tralling","have available LLM for practice","fun module"
244,"Trainer Survey",90,"2026-02-26 13:20:25","Seminar (S)",Health,Basic,English,"CSP011 - Cyber Ranges and Operations",Serbia,"Security Infusion",N/A,No,1.50,N/A,N/A,19,10,0,0,29,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",5,"5 - Moderately Relevant",5,"5 - To a Fairly Large Extent",6,"6 - To a Large Extent",6,"6 - Most trainees",7,"7 - Very Satisfied",6,"6 - Satisfied",,,6,"6 - Satisfied",6,"6 - Satisfied",5,"5 - To a Fairly Large Extent",9,9,"Yes, trainees had opportunities to practice through exercises and discussions.",7,"7 - Extremely Likely","The materials could be improved by incorporating more real-world case studies and practical examples.","Future sessions could include clearer learning objectives at the beginning to help participants better understand the expected outcomes. It would also be helpful to allocate dedicated time for open discussion and questions to encourage deeper engagement.",
245,"Trainer Survey",89,"2026-02-26 13:17:10","Seminar (S)",Energy,Basic,English,"CSP011 - Cyber Ranges and Operations",Serbia,"Security Infusion",N/A,No,1.50,N/A,N/A,19,10,0,0,29,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",5,"5 - Moderately Relevant",5,"5 - To a Fairly Large Extent",6,"6 - To a Large Extent",6,"6 - Most trainees",7,"7 - Very Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",5,"5 - To a Fairly Large Extent",9,9,"Yes, trainees had opportunities to practice through exercises and discussions.",7,"7 - Extremely Likely","The materials could be enhanced with additional real-world case studies.","Future implementations could benefit from clearer time allocation for each section to ensure all key topics are covered without feeling rushed. Additionally, incorporating more real-world examples and brief reflection moments throughout the session could strengthen understanding and participant involvement.",
246,"Trainer Survey",46,"2025-07-22 13:16:33","Seminar (S)",Maritime,Basic,English,"CSP002 - Human Factors and Cybersecurity",Greece,OSINTframework,NA,"Yes, only for full attendance",60.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=145,powerpoint,21,6,0,9,13,0,0,0,0,0,0,0,"UPRC has information",na,na,na,6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",7,"7 - Extremely Relevant",7,"7 - To a Very Large Extent",1,"1 - Not at All",5,"5 - Many trainees",4,"4 - Neutral",4,"4 - Neutral",4,"4 - Neutral",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - To a Large Extent",9,9,"no time for skills practice",6,"6 - Likely","updating with current events/research or newer techniques","updating with current events/research or newer techniques",none
247,"Trainer Survey",50,"2025-07-31 15:55:01","Seminar (S)",Maritime,Basic,English,"CSP002 - Human Factors and Cybersecurity","Czech Republic",None,none,No,3.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=146,"power point",9,8,0,1,17,0,0,13,4,4,3,0,na,none,none,none,7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",6,"6 - Very Relevant",7,"7 - To a Very Large Extent",6,"6 - To a Large Extent",6,"6 - Most trainees",4,"4 - Neutral",4,"4 - Neutral",4,"4 - Neutral",7,"7 - Very Satisfied",6,"6 - Satisfied",6,"6 - To a Large Extent",9,9,"no - course was more theoretical. integrate skill development",7,"7 - Extremely Likely","add skill/practical examples. ","add skill/practical examples. ","add skill/practical examples. "
248,"Trainer Survey",45,"2025-07-22 13:14:13","Seminar (S)",General,Basic,English,"CSP002 - Human Factors and Cybersecurity","Czech Republic","EU AI Act",none,No,2.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=147,"power point",9,8,0,1,17,0,0,13,4,4,3,0,na,none,none,none,6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Very Relevant",6,"6 - To a Large Extent",5,"5 - To a Fairly Large Extent",5,"5 - Many trainees",4,"4 - Neutral",4,"4 - Neutral",4,"4 - Neutral",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - To a Large Extent",9,9,"no. was a 2 hour lecture - no practical skills",,,"updating with current events/research","updating with current events/research",none
249,"Trainer Survey",44,"2025-07-22 13:11:45","Seminar (S)",General,Basic,English,"CSP002 - Human Factors and Cybersecurity",Finland,none,none,"Yes, only for full attendance",3.00,https://moodle.cybersecpro.grisenergia.pt/course/edit.php?id=148,none,24,15,0,9,39,0,0,29,49,5,2,0,"Laurea Moodle","update examples and make more prctical",na,"Update examples and have skill development option",6,"6 - Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",6,"6 - Very Relevant",7,"7 - To a Very Large Extent",7,"7 - To a Very Large Extent",6,"6 - Most trainees",7,"7 - Very Satisfied",7,"7 - Very Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",7,"7 - Very Satisfied",6,"6 - To a Large Extent",8,8,"Yes- they were also tested at end of course",7,"7 - Extremely Likely","updating with current events/research","updating with current events/research",none
250,"Trainer Survey",48,"2025-07-24 12:26:08","Seminar (S)",Maritime,Basic,English,"CSP002 - Human Factors and Cybersecurity",Estonia,"OSINT framework
NIST Phishing Scale
Big Five personality",None,"Yes, Other",2.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=149#section-0,"power point",18,4,0,12,22,0,0,0,18,4,0,0,"admin potal",na,na,na,7,"7 - Very Satisfied",6,"6 - Satisfied",7,"7 - Very Satisfied",5,"5 - Moderately Relevant",6,"6 - To a Large Extent",6,"6 - To a Large Extent",5,"5 - Many trainees",4,"4 - Neutral",4,"4 - Neutral",4,"4 - Neutral",7,"7 - Very Satisfied",7,"7 - Very Satisfied",6,"6 - To a Large Extent",10,"10 - Extremely likely","No- Course was more theroetical - not an all day seminar. This was just a theoretical presentation. The all day workshop includes practical skills. ",7,"7 - Extremely Likely","Develop manuals and course sheets","Develop manuals and course sheets","Shorter thoretical course has some deficiencies compared to the longer all daycourse. Nopractical skills used."
251,"Trainer Survey",49,"2025-07-30 18:51:45","Seminar (S)",Energy,Advanced,Greek,"CSP003 - Cybersecurity Risk Management and Governance",Greece,None,None,"Yes, only for full attendance",8.00,https://moodle.cybersecpro.grisenergia.pt/enrol/index.php?id=84,"https://moodle.cybersecpro.grisenergia.pt/enrol/index.php?id=84 and a copy of the Standard ISO/IEC 27019 which is not publicly available due to copyright protection issues",8,6,0,2,0,0,0,0,0,7,7,0,"CyberSecPro Training Module Evaluation document - Trainers - WP5 form","Extend the duration of the module, in order to cover more risk related exercises.
Procure licenses to the standard.","No information provided","Extend the partnerships to cover also other entities",6,"6 - Satisfied",6,"6 - Satisfied",7,"7 - Very Satisfied",7,"7 - Extremely Relevant",6,"6 - To a Large Extent",6,"6 - To a Large Extent",6,"6 - Most trainees",,,,,,,6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - To a Large Extent",10,"10 - Extremely likely",Yes.,7,"7 - Extremely Likely","Provide more examples and the standard before hand","Provide more examples and the standard before hand",
