SurveyID,SurveyTitle,ResponseID,Module Type,Training Level,Module Title,Tools Used,Certificate Of Attendance,(Estimated) male learners enrolled,(Estimated) female learners enrolled,(Estimated) non-binary learners enrolled,Number of learners cybersecurity self-trained,Students Successfully Completed,EduBackgroundLessThanHighschool,EduBackgroundHighSchoolDiploma,EduBackgroundCollegeNoDegree,EduBackgroundUndergraduate,EduBackgroundMaster,EduBackgroundPhD,EduBackgroundOther,People Reporting Improved Employment Situation,Recommendations For Best Practices,Recommendations For Expanding,Recommendations For Future Initiatives,Q15_Value,Q15_Text,Q16_Value,Q16_Text,Q17_Value,Q17_Text,Q18_Value,Q18_Text,Q19_Value,Q19_Text,Q20_Value,Q20_Text,Q21_Value,Q21_Text,Q22_Value,Q22_Text,Q23_Value,Q23_Text,Q24_Value,Q24_Text,Q25_Value,Q25_Text,Q26_Value,Q26_Text,Q27_Value,Q27_Text,Q28_Value,Q28_Text,Q29_Value,Q29_Text,Q30_Value,Q30_Text,Q31_Value,Q31_Text,Q32_Value,Q32_Text,Q33_Value,Q33_Text,Q34_Value,Q34_Text,Q35_Value,Q35_Text,Q36_Value,Q36_Text,Q37_Value,Q38_Value
40,Modern Malware Analysis Techniques and Threat Detection Strategies,471,Workshop (W),Advanced,CSP006 - Cyber Threat Intelligence,"	•	Disassemblers
	•	Debuggers
	•	Static analysis tools","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,4,4 - Neutral,6,6 - Satisfied,5,5 - Somewhat Satisfied,4,4 - Neutral,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,,,,,,,,,,,,,4,4 - Neutral,,,,,,,4,4 - Somewhat Relevant,4,4 - To a Moderate Extent,4,4 - Neutral,7,7,,
40,Modern Malware Analysis Techniques and Threat Detection Strategies,476,Workshop (W),Advanced,CSP006 - Cyber Threat Intelligence,"	•	Disassemblers
	•	Debuggers
	•	Static analysis tools","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,6,6 - Very Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,,
40,Modern Malware Analysis Techniques and Threat Detection Strategies,486,Workshop (W),Advanced,CSP006 - Cyber Threat Intelligence,"	•	Disassemblers
	•	Debuggers
	•	Static analysis tools","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,6,6 - To a Large Extent,7,7 - Extremely Likely,9,9,,
40,Modern Malware Analysis Techniques and Threat Detection Strategies,504,Workshop (W),Advanced,CSP006 - Cyber Threat Intelligence,"	•	Disassemblers
	•	Debuggers
	•	Static analysis tools","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,6,6 - Likely,10,10 - Extremely likely,,
40,Modern Malware Analysis Techniques and Threat Detection Strategies,535,Workshop (W),Advanced,CSP006 - Cyber Threat Intelligence,"	•	Disassemblers
	•	Debuggers
	•	Static analysis tools","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,5,5 - Moderately Relevant,6,6 - To a Large Extent,6,6 - Likely,10,10 - Extremely likely,,
40,Modern Malware Analysis Techniques and Threat Detection Strategies,542,Workshop (W),Advanced,CSP006 - Cyber Threat Intelligence,"	•	Disassemblers
	•	Debuggers
	•	Static analysis tools","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,4,4 - Neutral,5,5 - Somewhat Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,,,,,,,,,,,,,6,6 - Satisfied,,,,,,,6,6 - Very Relevant,6,6 - To a Large Extent,6,6 - Likely,7,7,,
40,Modern Malware Analysis Techniques and Threat Detection Strategies,546,Workshop (W),Advanced,CSP006 - Cyber Threat Intelligence,"	•	Disassemblers
	•	Debuggers
	•	Static analysis tools","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,441,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,,,,,,,,,,,,,4,4 - Neutral,,,,,,,6,6 - Very Relevant,6,6 - To a Large Extent,6,6 - Likely,7,7,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,442,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,6,6 - Likely,10,10 - Extremely likely,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,443,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,,,,,,,,,,,4,4 - Neutral,,,,,,,2,2 - Low Relevance ,2,2 - To a Very Small Extent,4,4 - Neutral,5,5,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,444,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,454,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,6,6 - To a Large Extent,6,6 - Likely,10,10 - Extremely likely,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,455,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,,,7,7 - Extremely Likely,10,10 - Extremely likely,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,456,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,5,5 - Somewhat Satisfied,,,,,,,,,,,,,6,6 - Satisfied,,,,,,,5,5 - Moderately Relevant,5,5 - To a Fairly Large Extent,6,6 - Likely,7,7,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,459,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,5,5 - Somewhat Satisfied,,,,,,,,,,,,,6,6 - Satisfied,,,,,,,6,6 - Very Relevant,5,5 - To a Fairly Large Extent,6,6 - Likely,7,7,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,466,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,6,6 - Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,6,6 - Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,6,6 - Very Relevant,6,6 - To a Large Extent,6,6 - Likely,8,8,\,\
41,SOC Foundations and Digital Forensics: Incident Detection and Response,468,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,,,,,,,,,,,,,4,4 - Neutral,,,,,,,6,6 - Very Relevant,5,5 - To a Fairly Large Extent,5,5 - Slightly Likely,7,7,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,477,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,487,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,5,5 - Somewhat Satisfied,6,6 - Satisfied,6,6 - Satisfied,,,,,,,,,,,,,5,5 - Somewhat Satisfied,,,,,,,6,6 - Very Relevant,6,6 - To a Large Extent,5,5 - Slightly Likely,9,9,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,490,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,6,6 - Satisfied,6,6 - Satisfied,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,,,,,,,,,,,,,5,5 - Somewhat Satisfied,,,,,,,6,6 - Very Relevant,5,5 - To a Fairly Large Extent,5,5 - Slightly Likely,6,6,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,493,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,-,-
41,SOC Foundations and Digital Forensics: Incident Detection and Response,513,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,5,5 - Moderately Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,543,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,5,5 - Somewhat Satisfied,6,6 - Satisfied,,,,,,,,,,,,,6,6 - Satisfied,,,,,,,6,6 - Very Relevant,6,6 - To a Large Extent,6,6 - Likely,8,8,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,554,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,4,4 - Neutral,4,4 - Neutral,5,5 - Somewhat Satisfied,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,5,5 - Somewhat Satisfied,3,3 - Somewhat Dissatisfied,,,,,,,,,,,,,4,4 - Neutral,,,,,,,4,4 - Somewhat Relevant,4,4 - To a Moderate Extent,4,4 - Neutral,0,,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,562,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,,,,,,,,,,,,,5,5 - Somewhat Satisfied,,,,,,,4,4 - Somewhat Relevant,5,5 - To a Fairly Large Extent,5,5 - Slightly Likely,7,7,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,568,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,,,,,,,,,,,4,4 - Neutral,,,,,,,3,3 - Slightly Relevant,2,2 - To a Very Small Extent,4,4 - Neutral,5,5,,
41,SOC Foundations and Digital Forensics: Incident Detection and Response,574,Workshop (W),Basic,CSP012 - Digital Forensics,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,6,6 - Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,6,6 - To a Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,,
42,Cybersecurity Hackathon: CyberSec Pro Cyber Range,494,Hackathon (H),Advanced,CSP011 - Cyber Ranges and Operations,"	•	Nmap
	•	Nikto
	•	Hydra
	•	Dirb
	•	Gobuster
	•	Burp Suite
	•	Metasploit
	•	LinPEAS
	•	Wireshark
	•	Tshark
	•	NetworkMiner
	•	Lynis
	•	curl
	•	Linux (VM environment)
	•	Bash / Shell
	•	Jupyter Notebook","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,9,9,,
42,Cybersecurity Hackathon: CyberSec Pro Cyber Range,495,Hackathon (H),Advanced,CSP011 - Cyber Ranges and Operations,"	•	Nmap
	•	Nikto
	•	Hydra
	•	Dirb
	•	Gobuster
	•	Burp Suite
	•	Metasploit
	•	LinPEAS
	•	Wireshark
	•	Tshark
	•	NetworkMiner
	•	Lynis
	•	curl
	•	Linux (VM environment)
	•	Bash / Shell
	•	Jupyter Notebook","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,6,6 - Satisfied,6,6 - Satisfied,5,5 - Somewhat Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,5,5 - Somewhat Satisfied,5,5 - Moderately Relevant,5,5 - To a Fairly Large Extent,7,7 - Extremely Likely,8,8,,
42,Cybersecurity Hackathon: CyberSec Pro Cyber Range,497,Hackathon (H),Advanced,CSP011 - Cyber Ranges and Operations,"	•	Nmap
	•	Nikto
	•	Hydra
	•	Dirb
	•	Gobuster
	•	Burp Suite
	•	Metasploit
	•	LinPEAS
	•	Wireshark
	•	Tshark
	•	NetworkMiner
	•	Lynis
	•	curl
	•	Linux (VM environment)
	•	Bash / Shell
	•	Jupyter Notebook","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,,
42,Cybersecurity Hackathon: CyberSec Pro Cyber Range,509,Hackathon (H),Advanced,CSP011 - Cyber Ranges and Operations,"	•	Nmap
	•	Nikto
	•	Hydra
	•	Dirb
	•	Gobuster
	•	Burp Suite
	•	Metasploit
	•	LinPEAS
	•	Wireshark
	•	Tshark
	•	NetworkMiner
	•	Lynis
	•	curl
	•	Linux (VM environment)
	•	Bash / Shell
	•	Jupyter Notebook","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,5,5 - Somewhat Satisfied,4,4 - Neutral,4,4 - Neutral,5,5 - Somewhat Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,1,1 - Strongly Dissatisfied,1,1 - Strongly Dissatisfied,1,1 - Strongly Dissatisfied,5,5 - Somewhat Satisfied,1,1 - Strongly Dissatisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,8,8,,
42,Cybersecurity Hackathon: CyberSec Pro Cyber Range,510,Hackathon (H),Advanced,CSP011 - Cyber Ranges and Operations,"	•	Nmap
	•	Nikto
	•	Hydra
	•	Dirb
	•	Gobuster
	•	Burp Suite
	•	Metasploit
	•	LinPEAS
	•	Wireshark
	•	Tshark
	•	NetworkMiner
	•	Lynis
	•	curl
	•	Linux (VM environment)
	•	Bash / Shell
	•	Jupyter Notebook","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,5,5 - Somewhat Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,2,2 - Dissatisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,,
42,Cybersecurity Hackathon: CyberSec Pro Cyber Range,511,Hackathon (H),Advanced,CSP011 - Cyber Ranges and Operations,"	•	Nmap
	•	Nikto
	•	Hydra
	•	Dirb
	•	Gobuster
	•	Burp Suite
	•	Metasploit
	•	LinPEAS
	•	Wireshark
	•	Tshark
	•	NetworkMiner
	•	Lynis
	•	curl
	•	Linux (VM environment)
	•	Bash / Shell
	•	Jupyter Notebook","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,5,5 - Somewhat Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,4,4 - Neutral,6,6 - Satisfied,4,4 - Neutral,6,6 - Satisfied,6,6 - Very Relevant,6,6 - To a Large Extent,6,6 - Likely,7,7,,
42,Cybersecurity Hackathon: CyberSec Pro Cyber Range,512,Hackathon (H),Advanced,CSP011 - Cyber Ranges and Operations,"	•	Nmap
	•	Nikto
	•	Hydra
	•	Dirb
	•	Gobuster
	•	Burp Suite
	•	Metasploit
	•	LinPEAS
	•	Wireshark
	•	Tshark
	•	NetworkMiner
	•	Lynis
	•	curl
	•	Linux (VM environment)
	•	Bash / Shell
	•	Jupyter Notebook","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,-,-
42,Cybersecurity Hackathon: CyberSec Pro Cyber Range,518,Hackathon (H),Advanced,CSP011 - Cyber Ranges and Operations,"	•	Nmap
	•	Nikto
	•	Hydra
	•	Dirb
	•	Gobuster
	•	Burp Suite
	•	Metasploit
	•	LinPEAS
	•	Wireshark
	•	Tshark
	•	NetworkMiner
	•	Lynis
	•	curl
	•	Linux (VM environment)
	•	Bash / Shell
	•	Jupyter Notebook","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,4,4 - Neutral,6,6 - Satisfied,7,7 - Very Satisfied,,,7,7 - Very Satisfied,6,6 - Satisfied,5,5 - Somewhat Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,4,4 - Neutral,6,6 - Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,2,2 - Dissatisfied,5,5 - Somewhat Satisfied,6,6 - Very Relevant,6,6 - To a Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,We should have downloaded software before the hackathon so we dont waste time downloading it,
42,Cybersecurity Hackathon: CyberSec Pro Cyber Range,520,Hackathon (H),Advanced,CSP011 - Cyber Ranges and Operations,"	•	Nmap
	•	Nikto
	•	Hydra
	•	Dirb
	•	Gobuster
	•	Burp Suite
	•	Metasploit
	•	LinPEAS
	•	Wireshark
	•	Tshark
	•	NetworkMiner
	•	Lynis
	•	curl
	•	Linux (VM environment)
	•	Bash / Shell
	•	Jupyter Notebook","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,,
42,Cybersecurity Hackathon: CyberSec Pro Cyber Range,537,Hackathon (H),Advanced,CSP011 - Cyber Ranges and Operations,"	•	Nmap
	•	Nikto
	•	Hydra
	•	Dirb
	•	Gobuster
	•	Burp Suite
	•	Metasploit
	•	LinPEAS
	•	Wireshark
	•	Tshark
	•	NetworkMiner
	•	Lynis
	•	curl
	•	Linux (VM environment)
	•	Bash / Shell
	•	Jupyter Notebook","Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,3,3 - Somewhat Dissatisfied,7,7 - Very Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,4,4 - Neutral,5,5 - Moderately Relevant,7,7 - To a Very Large Extent,5,5 - Slightly Likely,10,10 - Extremely likely,"I had a problem with setting up the environment for the CTF due to arm architecture. I spent 80% of my time to find ways to setup the necessary tools, so I could not really participate. On the other hand , I learned a lot about setting up VMs and debugging docker, which both are more relevant to my actual work, so I gained a lot out of it. Also, I believe that the challenges were very educational",
